Latitude,Longitude,Temperature (°C),Rainfall (mm),Soil Quality,Crop Suitability,Historical Yield Trend
11.56,77.57,39,97,Low,Maize,No Data
16.08,82.75,26,29,High,Peas,High
17.45,77.94,28,,Medium,None,Low
19.05,75.16,37,14,Medium,Rice,Low
13.53,82.8,,150,High,Groundnut,High
10.86,81.48,,33,High,Cotton,Average
12,81.96,,82,Medium,,Average
17.58,82.9,39,33,Low,Groundnut,Low
10.79,82.86,29,,Medium,,High
19.64,81.24,,81,Low,Rice,Low
16.85,77.71,,79,Low,Wheat,Average
12.27,76.28,36,54,Low,,Low
12.54,82.7,37,50,Low,None,Low
16.72,80.74,,76,Low,None,Low
14.7,84.69,30,42,Medium,Maize,Low
12.13,81.42,,8,Low,Rice,High
18.71,77.97,,81,High,,Average
13.42,80.8,31,61,Low,None,High
17.19,76.84,27,19,Low,Maize,No Data
14.69,82.48,39,111,High,,High
13.32,75.98,27,42,Low,Barley,Low
16.13,75.67,37,,High,,No Data
11.08,84.25,31,12,Low,,No Data
19.36,81.67,36,137,Medium,Barley,Average
15.61,77.12,29,97,Medium,Peas,High
10.68,76.24,25,,Low,Cotton,High
16.97,82.72,40,,High,,Average
10.58,81.55,31,83,Low,,Low
16.64,79.83,31,16,High,Barley,Low
13.51,75.23,29,107,High,Maize,Low
10.49,80.84,30,122,Medium,Barley,Average
15.32,83.26,38,3,Low,Groundnut,No Data
10.92,76.18,33,66,High,Wheat,Low
16.79,84.87,25,12,High,None,High
16.33,77.33,37,116,Medium,Cotton,Low
13.98,84.18,32,97,High,,Average
17.56,79.13,,,Medium,,Low
16.14,77.24,27,68,High,None,High
15.55,76.09,27,,Low,Wheat,No Data
18.98,76.22,33,95,High,Cotton,No Data
14.94,82.88,37,,Medium,Peas,Low
18.88,80.3,,82,Medium,,High
10.93,76.87,29,118,Low,,No Data
19.59,81.05,36,140,Medium,Barley,Average
11.98,80.11,33,20,Medium,,High
10.49,80.87,28,130,Medium,Cotton,High
19.8,76.79,37,98,Low,Barley,Low
15.83,79.97,36,,Medium,,High
11.54,79.53,31,16,Low,Peas,Average
10.7,81.59,,132,High,Groundnut,High
15.4,82.04,,108,High,Peas,No Data
19.22,75.59,,73,Low,Maize,No Data
12.9,79.98,39,47,Medium,Wheat,Average
17.41,77.67,29,,Low,Wheat,Average
15.5,81.16,35,,High,,No Data
15.42,75.98,27,,High,,Low
19.94,79.11,33,41,Medium,,High
19.59,81.87,,,Low,None,High
14.19,80.13,25,10,High,Barley,Average
10.21,76.17,,,Medium,Rice,No Data
19.38,78.48,34,47,Medium,Groundnut,High
17.08,80.09,30,132,Medium,Peas,Low
10.18,78.79,38,40,Low,Cotton,High
16.08,80.41,30,145,High,Maize,No Data
18.82,83.06,35,59,High,None,Low
18.76,78.39,39,64,High,,Low
10.61,80.2,30,,High,Barley,Low
13.41,82.16,31,90,Low,Peas,No Data
15.95,78.12,,82,High,None,No Data
16.6,78.02,,,High,,No Data
18.91,75.92,37,149,High,Peas,High
12.09,82.32,32,126,High,Rice,No Data
14.96,78.75,32,132,Low,None,No Data
12.05,77.79,,92,High,Rice,High
19.74,82.73,35,17,High,Cotton,High
11.4,75.67,31,46,Medium,,Average
19.39,81.24,37,89,High,Maize,No Data
17.02,81.98,37,63,Medium,None,No Data
19.13,82.24,25,61,Medium,Maize,Low
15.03,79.57,25,,Low,Groundnut,High
10.29,83.61,,102,Low,,High
13.72,75.08,38,105,Medium,Wheat,Low
13.64,76.57,30,47,Low,Wheat,No Data
11.48,82.83,35,107,Medium,Maize,Average
16.26,76.89,30,129,High,Groundnut,No Data
18.17,78.46,,58,Medium,Wheat,No Data
12.6,83.07,,103,Low,Maize,No Data
18.26,84.99,38,0,Low,Maize,Average
11.02,81.23,38,24,Medium,Rice,No Data
11.8,84.87,,102,High,Groundnut,High
19.25,77.48,40,67,Low,,Low
17.48,76.28,27,,Low,,Low
15.17,81.32,27,49,High,None,High
14.05,76.22,39,15,Low,Rice,Average
17.75,75.19,34,32,Low,Rice,High
15.33,83.85,25,22,Low,Rice,High
14.31,82.06,40,106,High,Peas,Low
12.83,78.73,35,57,High,None,High
10.26,83.33,,91,Medium,None,No Data
14.42,82.11,37,62,High,Maize,No Data
17.64,79.63,37,116,Medium,Rice,No Data
10.03,79.18,40,29,Medium,None,Low
12.76,82.02,39,6,Low,None,Average
15.06,76.34,38,7,Medium,Barley,No Data
12.78,83.39,25,117,High,Rice,High
16,78.73,28,129,Medium,Rice,Average
18.67,75.66,36,48,Low,,No Data
13.5,81.11,28,103,High,Peas,No Data
19.94,75.81,32,116,High,None,High
18.86,82.9,,81,Medium,Barley,Average
19.49,82.35,25,108,Medium,Wheat,Low
17.57,77.22,33,62,Medium,Wheat,No Data
16.81,84.7,35,,Low,Rice,Average
10.18,79.03,26,112,High,Wheat,Low
14.38,82.82,39,59,Low,None,Low
17.39,75.7,34,34,Low,Barley,Low
17.13,78.41,40,130,High,Groundnut,Average
17.37,83.37,40,129,High,Barley,No Data
17.66,76.76,28,,Medium,None,No Data
13.41,77.81,26,130,Medium,Maize,High
15.11,82.63,37,20,High,,No Data
16.36,76.06,38,47,Medium,Cotton,Average
11.78,78.04,38,126,High,Wheat,High
14.93,83.25,27,18,Medium,Groundnut,Average
19.29,75.68,28,,Low,Groundnut,No Data
14.63,77.89,39,25,Low,Barley,No Data
14.8,79.87,32,,High,Rice,Low
15.17,79.27,29,,Low,,No Data
19.49,77.26,38,110,Low,Groundnut,Average
13.97,76.91,27,,Low,Cotton,No Data
13.42,83.26,36,109,Low,Barley,High
18.07,84.05,34,1,High,,Average
12.31,80.34,32,29,High,Groundnut,Low
16.76,84.76,40,,Medium,Maize,No Data
11.96,83.63,37,48,High,Peas,Low
12.65,76.96,27,67,High,None,High
10.25,82.42,26,132,High,Barley,High
13.79,76.23,25,53,High,,Average
19.51,79.34,38,55,Medium,,No Data
11.95,81.18,34,48,Medium,None,Average
15.3,82.98,29,13,Medium,None,High
16.18,83.7,26,0,High,,Low
11.52,80.91,30,,High,Rice,No Data
19.37,83.56,34,38,Medium,Barley,No Data
10.79,78.53,33,19,Low,Wheat,Low
14.82,76.14,36,15,High,Rice,Low
17.78,80.94,,133,Medium,,High
15.11,79.18,30,111,Low,Barley,Low
13.72,76.32,26,111,Low,Rice,High
16.12,83.25,29,110,Medium,None,High
18.1,76.54,28,,Low,,Average
12.72,83.83,38,136,Low,None,Low
19.03,81.74,29,102,Low,None,Average
15.83,84.98,,11,Low,Groundnut,Average
12.23,83.69,25,143,Medium,,Average
17.14,81.32,,124,Low,Rice,Low
18.89,80.13,28,,High,,High
19.43,79.62,27,27,High,None,High
18.48,75.25,36,61,High,Wheat,No Data
11.35,78.81,34,124,High,Maize,High
16.14,78.64,38,128,Medium,Barley,Average
17.03,83.28,,83,Low,Cotton,Average
11.87,83.97,,,High,Rice,Average
16.23,84.32,,3,Low,Wheat,Average
13.47,83.4,39,38,Low,Barley,Average
10.33,80.63,35,44,Medium,Rice,Average
18.62,79.4,34,112,High,,Average
12.08,81.7,37,,Medium,,Low
11.57,76.45,36,,Low,None,High
15.28,82.53,26,,High,Wheat,Low
19.26,75.94,30,98,Low,Maize,No Data
12.99,82.69,,82,High,,Average
15.02,76.27,36,25,Low,Groundnut,Low
13.39,77.15,34,117,High,Maize,No Data
10.08,80.81,30,126,Low,,High
18.92,78.47,,150,Medium,Rice,Low
13.65,82.87,33,4,High,Wheat,No Data
18.78,83.98,40,128,Medium,Wheat,Low
16.29,76.8,32,14,High,,Low
13.66,84.77,35,128,Medium,None,No Data
12.72,84.39,34,,High,,Low
19.63,84.18,40,105,Medium,Groundnut,Low
16.37,81.2,34,,High,None,No Data
14.59,81.3,,113,High,,High
17.67,78.58,,143,High,Rice,Average
12.75,83.57,36,20,High,Rice,No Data
16.69,83.85,37,130,High,,High
10.53,84.96,,134,High,None,No Data
16.5,77,28,92,Medium,None,Low
14.08,83.79,,6,Medium,Rice,No Data
19.16,77.29,33,70,Low,None,Average
16.77,80.5,38,,Medium,Rice,No Data
12.21,78.04,28,139,Medium,Barley,No Data
17.92,76.29,39,68,Medium,,No Data
14.55,77,,119,High,,No Data
19.47,81.57,39,119,High,Barley,High
18.03,84.42,34,110,High,None,High
17.56,81.96,30,77,High,,High
19.68,82.76,26,149,Medium,Maize,Low
16.19,75.51,38,54,Medium,None,No Data
13.87,82.99,36,,Low,,Average
13.06,78.34,36,83,Medium,Maize,High
12.09,75.13,40,56,High,Maize,Average
18.12,82.66,32,121,Low,Maize,Low
10.75,78.46,37,78,High,Groundnut,High
13.99,80.55,27,7,Low,None,Low
11.23,82.13,27,61,High,Maize,High
10.07,79.94,25,70,Medium,None,High
15.86,81.93,,75,Low,Peas,Average
18.99,77.82,36,51,Low,Barley,Average
17.83,75.71,26,129,Low,None,High
10.82,82.99,31,,Medium,Rice,Low
13.19,77.73,,70,Low,Cotton,No Data
14.17,84.19,37,28,Medium,,High
19.46,82.67,25,32,Medium,,No Data
16.43,78.61,35,56,High,Maize,Average
16.22,83.34,25,,Medium,Cotton,Low
19.28,82.17,30,58,High,Barley,High
12.78,84.16,38,22,High,Cotton,High
18.06,84.13,38,1,High,Barley,Low
15.22,76.35,31,55,Medium,None,Low
11.23,84.98,33,44,Low,Rice,No Data
17.78,75.52,35,13,High,Cotton,Average
19.11,84.15,32,22,Low,None,No Data
16.75,83.1,32,,High,Maize,No Data
19.25,83.82,,22,High,Barley,Average
17.32,77.61,40,109,High,Peas,High
15.08,82.96,34,20,Medium,Maize,Low
19.65,80.48,33,36,Medium,Cotton,High
13.82,79.76,29,106,High,None,High
12.08,83.05,28,118,High,Barley,No Data
18.52,75.81,30,26,High,Wheat,High
17.44,80.16,38,44,Low,Cotton,High
19.19,80.6,,145,Medium,Maize,Low
16.8,75.04,26,145,Low,Groundnut,No Data
14.93,82.06,29,,Medium,Rice,Average
18.7,80.91,27,,Medium,Barley,Average
11.6,76.32,32,56,Medium,None,High
14.16,75.65,32,,Medium,Groundnut,Average
10.25,77.92,26,126,High,Wheat,High
18.61,75.33,29,3,Low,Barley,No Data
12.34,82.74,38,,High,Groundnut,Average
15.36,76.74,40,109,Low,Wheat,High
18,79.12,38,121,Low,Cotton,High
13.04,79.18,37,113,Medium,Maize,Low
18.83,83.43,27,99,Low,Groundnut,No Data
16.57,77.5,33,29,Medium,Groundnut,Low
13.43,83.21,37,86,High,Rice,Low
15.52,77.34,30,15,Low,Peas,No Data
10.26,76.61,35,57,Medium,Cotton,Low
15.77,84.74,35,110,High,Maize,No Data
18.92,75.88,27,20,High,,Average
14.3,80.32,30,8,High,,Average
14.77,75.24,34,82,Medium,Maize,Average
18.65,76.09,,,Low,Barley,Average
17.01,82.64,25,65,Low,None,Low
10.29,76.58,31,86,Low,Rice,Average
15.31,81.8,40,110,Low,Rice,Average
18.59,76.11,,6,High,Cotton,No Data
14.45,81.75,40,115,Medium,Wheat,No Data
12.96,82.19,30,79,High,,No Data
13.27,75.9,25,124,Medium,Barley,Average
10.22,81.22,30,,High,Wheat,No Data
10.01,83.26,30,,High,Wheat,Low
12.75,78.94,26,27,Low,Peas,Average
19.34,80.47,40,50,Low,,High
12.44,81.7,26,34,Medium,,High
16.83,84.43,39,27,Low,Groundnut,No Data
13.06,84.16,30,,Low,,Average
17.77,79.33,,12,High,Wheat,High
10.86,80.84,28,,High,,Low
10.46,80.05,40,130,Medium,Wheat,No Data
17.86,83.69,25,,High,Peas,No Data
16.7,83.64,35,107,Medium,Groundnut,High
19.89,79.36,39,105,Medium,Wheat,High
15.33,82.06,35,112,High,Wheat,No Data
12.91,82.22,26,81,High,Cotton,No Data
10.15,84.72,,138,Medium,Cotton,High
10.28,83.14,32,128,Low,Peas,No Data
18.7,83.24,31,96,High,Barley,No Data
17.77,77.78,38,92,High,Groundnut,No Data
10.88,77.01,35,60,High,Barley,High
14.84,79.73,30,107,Medium,None,Low
18.18,82.38,38,87,High,Wheat,No Data
19.64,84.49,28,33,High,Maize,No Data
19.86,77.03,32,,Medium,None,Low
12.52,78.12,40,21,High,,Low
11.54,80.95,35,66,Low,Wheat,No Data
10.68,81.31,,,High,,High
15.92,84.07,37,140,Medium,,High
16.17,79.24,29,73,Low,None,Low
10.58,82.43,28,,Medium,Wheat,Average
11.97,84.3,27,,Medium,Cotton,Average
19.9,84.83,25,23,Low,Groundnut,No Data
11.78,83.64,27,39,Low,Groundnut,No Data
12.09,75.1,,123,High,Maize,Average
17.51,77.89,39,68,Low,Groundnut,High
15.27,78.53,40,,Medium,Wheat,Low
16.96,81.1,37,104,Medium,Maize,Average
19.94,84.48,,,Medium,Barley,High
19.67,78.65,28,138,Medium,Peas,Low
12.06,83.98,25,,Low,Rice,Average
17.37,77.5,38,82,Medium,Groundnut,Low
19.77,82.6,40,134,Medium,Maize,No Data
12.11,80.46,39,64,Medium,,Average
15.14,84.99,,107,Low,Barley,No Data
16.36,82.99,32,9,Medium,,Average
16.84,78.05,37,61,High,Peas,Low
10.79,80.61,27,149,High,Groundnut,Low
14.35,82.72,,,Low,Barley,Low
10.47,77.1,27,139,Medium,Peas,No Data
12.78,84.34,33,40,High,Barley,No Data
11.04,81.59,27,121,Low,Rice,High
18.92,81.61,,66,Low,Rice,No Data
14.44,81.17,26,59,Medium,Rice,Low
17.22,75.89,30,86,Low,,High
10.11,80.84,31,77,High,Barley,High
12.8,82.74,35,74,Low,Cotton,Average
13.17,78.42,26,89,Low,Groundnut,High
11.99,80.73,29,38,Low,None,Low
11.07,75.8,40,49,Medium,Peas,Low
15,75.95,29,70,Medium,Cotton,Low
19.32,77.78,,,Low,,Low
18.83,80.16,40,11,Low,None,Average
15.19,78.26,37,100,High,Barley,No Data
17.68,79.84,40,,High,None,Average
17.65,75.68,34,56,Low,,High
12.82,76.72,33,95,High,Peas,Average
14.56,76.9,26,91,Low,None,Average
19.51,84.35,25,29,Low,Groundnut,No Data
11.17,75.48,32,99,High,Rice,High
12.84,79.26,31,114,High,Cotton,High
11.56,77.19,,57,High,Groundnut,Average
17.15,77.69,30,61,High,Peas,Average
19.8,76.13,26,58,Medium,Wheat,Low
19.77,76.15,37,64,High,Rice,Average
12.18,81.67,25,45,Low,Groundnut,Low
15.21,83.4,36,,Low,Rice,No Data
12.66,83.12,30,119,High,Rice,Average
16.72,78.81,36,109,Medium,Peas,No Data
11.47,80.24,25,71,High,Peas,High
17.46,83.34,31,91,Medium,Barley,No Data
14.05,80.35,,69,Low,,High
14.79,75.76,30,114,High,Cotton,High
14.92,77.35,30,,Low,Maize,Low
18.95,76.01,36,4,Medium,Wheat,No Data
18.97,76.15,36,,High,Peas,No Data
13.27,77.85,40,107,Low,None,High
14.89,75.79,36,54,Low,Wheat,Low
16.45,76.43,39,,Low,Rice,Average
17.9,76.5,37,137,Medium,Maize,High
17.19,79.05,39,32,High,,Average
15.16,78.97,37,78,Medium,Cotton,High
19.85,77.34,26,64,High,Rice,Low
14.15,81.62,25,82,High,Wheat,Low
12.36,83.24,35,142,Low,Peas,Low
16.19,83.21,39,10,Low,Barley,No Data
18.5,75.16,25,84,Medium,Rice,Low
13.4,82,29,73,High,Rice,Average
16.09,82,38,,High,Cotton,Low
19.08,83.74,,34,Medium,,No Data
14.16,77.97,,125,Medium,Wheat,High
16.89,79.43,33,,Medium,Wheat,Low
11.27,75.65,,,Low,Wheat,Average
10.5,76.14,31,50,Medium,Wheat,High
17.19,76.44,30,38,Low,Rice,Low
15.93,80.86,39,124,Low,Wheat,No Data
11.66,78.98,35,111,Medium,,No Data
14.52,82.17,,6,High,None,High
15.76,81.4,25,51,High,Maize,High
15.84,76.14,33,25,Medium,Barley,High
19.07,75.69,36,,Medium,Cotton,No Data
19.72,81.58,27,89,Medium,Barley,High
11.6,80.74,,123,Medium,Maize,Low
10.04,79.59,36,,Low,Cotton,High
17.71,77.02,38,150,Medium,Maize,No Data
16.98,81.72,38,65,High,Maize,Average
16.87,79.95,32,17,Low,Rice,Average
12.79,78.96,39,40,High,Barley,No Data
11.53,83.46,,65,Medium,Cotton,Average
18.59,77.03,32,131,Medium,Cotton,No Data
17.02,82.28,36,126,Medium,Groundnut,No Data
19.86,79.66,34,117,Low,,No Data
14.79,76.28,40,34,High,None,Average
15.89,79.29,36,94,High,Maize,Average
16.78,84.13,26,115,Low,Maize,No Data
13.17,75.91,,7,Low,Maize,No Data
14.85,81.9,40,119,High,Rice,No Data
12.74,81.53,27,86,High,Peas,High
18.57,84.35,,17,High,Barley,No Data
17.04,75.48,37,58,High,,High
10.75,80.22,30,89,High,Rice,Low
19.65,78.09,27,40,Medium,,Low
15.5,81.49,27,143,Medium,Cotton,High
14.29,80.32,28,31,Low,Peas,Average
11.01,79.97,,,High,Wheat,Low
11.68,77.28,32,93,Medium,,High
13.33,77.83,28,96,High,Peas,High
13.05,84.17,25,47,Low,Cotton,High
11.09,84.73,25,,High,Groundnut,Low
11.94,76.5,39,27,Low,,No Data
16.44,76.41,,,Low,Barley,No Data
12.49,79.27,34,,Medium,Wheat,Average
19.93,82.14,35,86,Medium,Wheat,No Data
12.21,84.2,28,131,Low,Peas,No Data
18.23,75.3,33,65,Low,Rice,High
13.05,83.16,34,104,Low,,Low
19.3,78.33,36,60,High,Maize,No Data
11.73,80.94,28,29,High,Barley,High
16.86,80.11,,56,Low,Rice,No Data
11.7,84.45,34,101,Medium,None,Low
19.31,82.41,,87,High,,No Data
18.07,75.99,31,108,Low,Peas,No Data
16.68,79.83,,91,Low,Maize,Low
